category,question_title,question_content,question_date,question_url
Da liễu,Nổi hạt ẩn dưới da,"Nổi hạt ẩn dưới da
Nguyễn Thị Thảo Nguyên
15/12/2019
Em bị nổi nhiều hạt ẩn dưới da không di chuyển, nhìn vào thì khôngz thấy nhưng khi lấy tay đè vào da thì thấy nối lên. Rải rác nhiều ở 2 cánh tay, ở giữ bụng có 1 hạt có cảm giác to dần. Không biết em bệnh gì và những hạt ở tay có liên quan gì đến hạt ở bụng không hay là 2 bệnh khác nhau a. Mong bác sĩ cho e câu trả lời, em cảm ơn ạ
em cũng bị như bạn thảo trang nói ạ nhất là 2 cánh tay trước e di khám thì bác si bảo e bị viêm da tuyến bã lành tính chỉ mất thẩm my thôi ạ.nhưng e ko biết phải làm sao để những hạt này biến mất.",06/03/2020,https://medlatec.vn/hoi-dap/noi-hat-an-duoi-da-c26-q47209#traloi
Da liễu,Hỏi về xét nghiệm Giang Mai,"Con chào bác sĩ!
Tháng 4/2017 con có biểu hiện của Giang mai và đã khám ở bệnh viện Da Liễu TP.HCM.
Bác sĩ cho xét nghiệm và kết luận Giang Mai.
Con đã thực hiện xét nghiệm lại tại bệnh viện vào tháng 8 thì bác sĩ bảo hiệu quả điều trị tốt.
Đến tháng 10 năm 2018 con xét nghiệm lại tại bệnh viện Da Liễu RPR âm tính, kết luận khỏi bệnh.
Nhưng mới đây, con mua que test nhanh fastep Giang mai về thử thì kết quả là dương tính nhẹ.
Bác sĩ cho con hỏi con có nguy cơ tái nhiễm không ạ?
Con cám ơn bác sĩ!",05/03/2020,https://medlatec.vn/hoi-dap/hoi-ve-xet-nghiem-giang-mai-c26-q47192#traloi
Da liễu,Bạch cầu tăng,"Bsi cho e hỏi e bị nổi mề đay khắp ng, e đi khám thì kết quả xét nghiệm bạch cầu (wBC) tăng ở mức 15,1 G/l và thông số gran cũng tăng 13,2 G/l ạ",04/03/2020,https://medlatec.vn/hoi-dap/bach-cau-tang-c26-q47134#traloi
Da liễu,hỏi bác sỹ,em thấy các ngón tay em bị ngứa. gãi đến chảy máu nứt ra thù thôi. hỏi em tay em là bị làm sao. có thuốc gì bôi hết ngứa ko,28/02/2020,https://medlatec.vn/hoi-dap/hoi-bac-sy-c26-q46932#traloi
Da liễu,Bỏng do tỏi,"Dạ e bị bỏng nước ở mặt do đắp tỏi lên nốt mụn em muốn hỏi là bao lâu thì khỏi ạ và để lại sẹo ko ạ. 
Em cảm ơn!",27/02/2020,https://medlatec.vn/hoi-dap/bong-do-toi-c26-q46816#traloi
Da liễu,Ngứa không rõ nguyên nhân,"Cách đây 1 tháng em bị nổi ngứa sẩn đỏ phù như muỗi cắn ở chân và xung quanh bụng,sẩn rất ngứa,sau 1 thơi gian thì nổi mụn nước trên sẩn ngứa đó.em có điều trị chống ngứa bằng các thuốc uống kháng histamin và thuốc kháng sinh bôi,có đỡ 1 thời gian thì tuần trở lại đây người em sẩn nổi ở vài chỗ ở sau lưng và hai tay,có lên mặt vài cái,chủ yếu vẫn lên ở chân và tay,mỗi ngày nổi lên thêm vài sẩn đỏ,rất ngứa,vỡ mụn nước thì có giảm ngứa.bệnh này của em cách dây 1 năm có lên chỉ ở chân nhưng ko nhiều như đợt này.em nhớ.cách đây 6 năm nó cũng lên như vậy! Em thấy bệnh em tiến triển nhiều năm,đợt sau nhiều hơn trước.Xin bác sĩ tư vấn giúp em",24/02/2020,https://medlatec.vn/hoi-dap/ngua-khong-ro-nguyen-nhan-c26-q46657#traloi
Da liễu,Mặt bị thương do tai bạn giao thông,"Dạ chào bác sĩ !!! Ở phía trên môi của em bị trày cấn sâu vào, hôm nay em đi làm thì băng lại và đeo khẩu trang, sau 1-2 giờ thì em thấy vết thương đã khô rồi nhưng giờ lại ra dịch vàng. Cho em hỏi là bị gì, nguy hiểm không ạ??? Khắc phục làm sao??? Làm sao để vết thương không bị sẹo lõm ạ???",30/01/2020,https://medlatec.vn/hoi-dap/mat-bi-thuong-do-tai-ban-giao-thong-c26-q45460#traloi
Da liễu,Mẩn ngứa nổi nốt đỏ,Có phải nhiễm HIV không,26/01/2020,https://medlatec.vn/hoi-dap/man-ngua-noi-not-do-c26-q45385#traloi
Da liễu,Cục cứng trên mặt,Trên mặt tôi lúc đầu có mụn bọc sau đó lại trở thành cục lớn cứng không đau và không có miệng .  Mong các bác sĩ tư vấn đây là triệu chứng gì . Rất cảm ơn,21/01/2020,https://medlatec.vn/hoi-dap/cuc-cung-tren-mat-c26-q45290#traloi
Da liễu,bệnh sùi mào gà,"em chào bác sĩ ạ.
bác sĩ cho em hỏi có phương pháp xét nghiệm nào xác định mình có nhiễm virus hpv ko vậy ạ ? em có đi khám ở đa khoa thì b sĩ bảo ko có phương pháp xét nghiệm hpv cho nam giới , xét nghiêm máu cx ko , 
em cảm ơn bác sĩ ạ",17/01/2020,https://medlatec.vn/hoi-dap/benh-sui-mao-ga-c26-q45168#traloi
Da liễu,Chăm sóc vết thương,"Dạ chào bác sĩ !
Em có thắc mắc về vấn đề chăm sóc vết thương ạ. Về việc chăm sóc vết thương chảy máu em đọc được nhiều thông tin là sau khi sát trùng mình cần bôi 1 lớp thuốc mỡ để giữ ẩm và lành da lên vết thương rồi băng lại giữ sạch, một số thông tin khác thì bảo cần để khô vết thương không bôi. Và lúc em bị té xe vết thương lõm vẫn rướm máu nhìêu em có sát trùng và bôi thuốc mỡ thay băng hằng ngày thì bị đóng mủ ấy ạ. Vậy cho em hỏi mình cần để khô tự nhiên hay bôi thuốc lên cái vết thương có máu vậy ạ ?? Và nhiều người nói cần giữ ẩm vết thương để tb mau lành có cần thiết không ạ ? Mong bác sĩ giải đáp giúp em, em xin cảm ơn nhiều ạ!!",15/01/2020,https://medlatec.vn/hoi-dap/cham-soc-vet-thuong-c26-q45106#traloi
Da liễu,Da liễu,Chào bác sĩ e đang bị bạch biến và đang sử dụng meladinine 0.1% vô tình con e uống 1 ít dung dịch cho e hỏi có bị sao k ạ,15/01/2020,https://medlatec.vn/hoi-dap/da-lieu-c26-q45089#traloi
Da liễu,Tẩy nốt ruồi,Bv cho e hỏi e có bảo hiểm tại bv thì với dịch vụ tẩy nốt ruồi có dc áp dụng ko ạ,13/01/2020,https://medlatec.vn/hoi-dap/tay-not-ruoi-c26-q45034#traloi
Da liễu,Bị bỏng tỏi,"Do 1 lần lướt fb em thấy có bài đăng trị mụn bằng tỏi thế là em liền lấy tỏi ra và đắp lên 1 số vùng da ở mặt em chỉ đắp khoảng 5, 10 phút thôi vì thấy nó hơi rát và đỏ sau đó em đi rửa mặt bằng nc lạnh vì em thấy chỗ em đắp lên khá nóng và rát . Rữa xg em thấy k rát nửa nhưng 1 số vùng vẫn bị đỏ . Lên gg thì mới biết mình bị bỏng. Có cách nào để k còn để lại sẹo k ạ hay em có cần đến bs không ạ",13/01/2020,https://medlatec.vn/hoi-dap/bi-bong-toi-c26-q45025#traloi
Da liễu,phù đầu,"Trước tiên em xin kể về nguyên nhân bệnh của em. Khoảng 4~5 ngày trước em bị di ứng dẫn đến ngứa toàn thân, trong đó có ngứa da đầu. Do em không biết nên em tưởng rằng da đầu em bị nấm. Sau đó em mua dầu gội Nizoral về gội. Sau hai lần gội thì hai bên thái dương của em bị phù. Thấy vậy hôm qua em đi bác sĩ, em có kể hết cho bác sĩ nghe, sau đó bác sĩ cho em thuốc uống sau 3 ngày tái khám. Tối hôm em có uống thuốc xong rồi đi ngủ, nhưng sáng nay đầu không thấy bớt phù mà còn lay vô trong mặt ( phù 2 xong quanh mắt em). Bác sĩ cho em hỏi có nên tái khám liền không hay chờ tái khám.",11/01/2020,https://medlatec.vn/hoi-dap/phu-dau-c26-q44933#traloi
Da liễu,Kết quả xét nghiệm Anti-ANA và IgE,"Em từ nhỏ đã có triệu chứng ngứa lan rộng toàn thân mỗi khi thời tiết thay đổi đột ngột hoặc ngộ độc thực phẩm. Tuy nhiên, trong hơn khoảng 1 tháng gần đây, thời tiết lạnh và ô nhiễm không khí nên ngày nào em cũng ngứa, lan rất nhanh và sưng đỏ thành vệt lớn, nhưng sau 1 đêm là biến mất k để lại vết. Em đi khám và xét nghiệm anti-ana và ige thì nhận được 2 kết quả: chỉ số ana là 1/80-speckled 2+ và chỉ số ige là 16.7 IU/L. Vậy cho em hỏi 2 chỉ số trên có phải bình thường hay không ạ? Nếu không phải thì em nên làm gì ạ? Em cảm ơn bác sĩ rất nhiều.",10/01/2020,https://medlatec.vn/hoi-dap/ket-qua-xet-nghiem-antiana-va-ige-c26-q44893#traloi
Da liễu,dương vật nổi mụn ruồi,"Chào bác sĩ, em giới tính nam, 28 tuổi, cách đây 2 tuần, em phát hiện ở phần da của dương vật có nổi một mụn ruồi nhỏ, kích thước 3mm, tròn đều, hơi nhô lên, màu nâu đen, cân xứng, không ngứa, đau, chảy mủ hay có biểu hiện gì cả. Chỉ có điều là dương vật của em nổi khoảng 4,5 cái mụn ruồi nhỏ như đầu tăm, cũng không bị đau hay ngứa. Em có đi khám bác sĩ da liễu ở bệnh viện thành phố, họ bảo không sao cả, nhưng em vẫn rất lo. Qua 2 tuần theo dõi thì hình như không có hiện tượng gì thay đổi cả, kích thước vẫn thế. Mong bác sĩ tư vấn giúp e",10/01/2020,https://medlatec.vn/hoi-dap/duong-vat-noi-mun-ruoi-c26-q44890#traloi
Da liễu,Ngứa,Dạo gần đây e hay bị ngứa trên da. Những vùng ngứa trên da ko hề xuất hiện mụn hay phát ban. Còn về phần da quanh khớp háng và thắt lưng. E ngứa và xuất hiện các cục mụn nhỏ. Phát triển to dần khoảng hạt đỗ. Ban ngày thì không sao. Cứ đến đêm là e ko thể ngủ đk vì ngứa ngáy rất khó chịu. Xuất hiện cả trên bộ phận sinh dục của e. E đang rất lo. Vì e ko có quan hệ tình dục gần đây. Và e có đi hỏi mua thuốc thì họ có tư vấn cho thuốc bôi. E có bôi nhưng chưa thấy hiệu đỡ. Mong các bác sĩ tư vấn giúp e,10/01/2020,https://medlatec.vn/hoi-dap/ngua--c26-q44880#traloi
Da liễu,Ngứa gót chân.,"Chào bác sĩ, cháu bị ngứa gót chân phải từ cách đây hơn 1 tháng. Trước đây cháu chưa từng bị thế này. Ngứa tuỳ thời điểm, dai dẳng, chủ yếu là vào buổi sáng và buổi đêm. Nhìn bên ngoài thì không có nốt hay vết gì cả. Xin hỏi đây là triệu chứng của bệnh gì ạ?",10/01/2020,https://medlatec.vn/hoi-dap/ngua-got-chan-c26-q44879#traloi
Da liễu,Xét nghiệm HpV,Nếu qhe với ng bị hpv thì xét nghiệm hpv có biết đc ngay k ạ hay là khoảng bao lâu xét nghiệm hpv thì ra. Và ủ bệnh trong ng thì xn có ra đc k ạ,09/01/2020,https://medlatec.vn/hoi-dap/xet-nghiem-hpv-c26-q44876#traloi
Da liễu,Hiếm muộn,"Thưa Bác Sỹ, em bị tăng chiều dài vệ thể ở nhiễm sắc thể 14 có ảnh hưởng đến sẩy thai của vợ em không? Em hãy bị dị ứng có liên quan đến NST 14 không ah. Em xin cảm ơn Bác sỹ!",08/01/2020,https://medlatec.vn/hoi-dap/hiem-muon-c26-q44836#traloi
Da liễu,Da đầu,Cháu hai bi ngứa da đầu,24/12/2019,https://medlatec.vn/hoi-dap/da-dau-c26-q44031#traloi
Da liễu,Lậu,"Bs cho e hỏi e đã từng bị lậu và e có chữa rồi,sau đó e có làm xét nghiệm lậu bằng pcr cho kết quả âm tính,như vậy e đã khỏi hẳn bệnh lậu chưa ạ? Hiện e vẫn có cảm giác tức bụng dưới và hay mỏi lưng",22/12/2019,https://medlatec.vn/hoi-dap/lau-c26-q43942#traloi
Da liễu,Thâm mụn,Chào bác sĩ.. Tình trạng da mặt của em có rất nhiều vết thâm do mụn để lại.. Vậy cho e hỏi có cách nào hay thuốc nào có thể làm hết thâm để giúp em có một cái tết ngon lành không ạ... Em cảm ơn!!,19/12/2019,https://medlatec.vn/hoi-dap/tham-mun-c26-q43801#traloi
Da liễu,Hiv,E có nguy cơ nhiễm hiv.sau 4 tháng e xét nghiệm combo ở 2 nơi cho kết quả 1.34 và 0.99.sau đó gởi mẫu vào pasteur kết quả âm tính.cho e hỏi như vậy e có nhiễm hiv không ạ,17/12/2019,https://medlatec.vn/hoi-dap/hiv-c26-q43699#traloi
Da liễu,Về da,Cho e hỏi lúc chưa sanh bé e xài kem hay mỹ phẩm nào cho da mặt cũng ko bị ngứa. Còn bây giờ e sanh bé dc gần 4 tháng rồi mà từ lúc 2 tháng mấy tới giờ e xài kem mặt nào cũng bị ngứa bs cho e hỏi vậy e bị gì hay là tại mới sinh nên ko dùng dc rồi sau này có bị hết ngứa ko e xin cám ơn ạ,16/12/2019,https://medlatec.vn/hoi-dap/ve-da-c26-q43648#traloi
Da liễu,Nổi hạt ẩn dưới da,"Em bị nổi nhiều hạt ẩn dưới da không di chuyển, nhìn vào thì không thấy nhưng khi lấy tay đè vào da thì thấy nối lên. Rải rác nhiều ở 2 cánh tay, ở giữ bụng có 1 hạt có cảm giác to dần. Không biết  em bệnh gì và những hạt ở tay có liên quan gì đến hạt ở bụng không hay là 2 bệnh khác nhau a. Mong bác sĩ cho e câu trả lời, em cảm ơn ạ",15/12/2019,https://medlatec.vn/hoi-dap/noi-hat-an-duoi-da-c26-q43596#traloi
Da liễu,Vấn đề gan,"Dạ chào bác sĩ ạ, em xin vào thẳng vấn đề: Em bị nổi mụn sau lưng rất nhiều, môi khô quanh năm, hay mất ngủ về đêm, mặc dù vệ sinh đúng, ăn uống cũng khoa học nhưng dạo gần đây mặt nổi mụn hơi bị nhiều, nhất là ở trán ạ, nhiều nhất là mụn ẩn. Em có đi khám và họ chẩn đoán là viêm nang lông và môi khô cho vitamin c về uống. Em hỏi bs là ngoài viêm nang lông thì gan em có nóng hay gì ko, e cần đj khám lại ko, tại e thấy kết quả xét nghiệm SGOT LÀ 42 VÀ SGPT LÀ 43.
Em cảm ơn bác sĩ trước ạ, mong nhận được phản hồi sớm nhất từ bác sĩ",10/12/2019,https://medlatec.vn/hoi-dap/van-de-gan-c26-q43358#traloi
Da liễu,mụn nước,Thưa bác sỹ. Hiện tại e đag mọc lên mụn nước o vùng đầu và xung quang người. Do e ở nhật con phai đi lam việc và đi bệnh viện rất khó vì ngôn ngữ e chưa thông thạo được. Vậy cho e hỏi nó có tự khỏi ko và bao lâu ạ,09/12/2019,https://medlatec.vn/hoi-dap/mun-nuoc-c26-q43310#traloi
Da liễu,sưng môi trên,"Hôm qua em có nặn mụn ở trên miệng sáng sau dậy thì thấy môi trên sưng, em dùng nhiều cách nhưng vẫn không giảm sưng. Cho em hỏi làm sao để giảm sưng ạ",04/12/2019,https://medlatec.vn/hoi-dap/sung-moi-tren-c26-q43115#traloi
Da liễu,HIV,Nhức ngan lưng và  bị nổi  nhiều  mụn đỏ  trên lưng,04/12/2019,https://medlatec.vn/hoi-dap/hiv--c26-q43112#traloi
Da liễu,Bệnh ngứa ngoài da,"chào bác sĩ em là nam , 20 tuổi khoảng vài tuần gần đây em xuất hiện triệu chứng ngứa và càng gần đây càng khó chịu , ngứa xuất hiện ở các vùng bàn chân , đùi , gần háng đến thắt lưng và cả vùng mông ạ các vị trí ngứa thì xuất hiện các mẩn đó , mong bác sĩ tư vấn cho em
đây là file hình ảnh vị trí ngứa ạ https://imgur.com/a/uZM0uUp",03/12/2019,https://medlatec.vn/hoi-dap/benh-ngua-ngoai-da-c26-q43079#traloi
Da liễu,Hỏi kết quả xét nghiệm,Kết quả xét nghiệm 0.366 Co dương tính  với  sán chó không  ạ,03/12/2019,https://medlatec.vn/hoi-dap/-hoi-ket-qua-xet-nghiem--c26-q43068#traloi
Da liễu,Xét nghiệm Syphilis TP,"Tôi có hành vi nguy cơ tháng 4/2017, sau đó có xuất hiện một số triệu chứng Giang mai giai đoạn 1 sau 3 tuần (loét háng và hạch bẹn phải, nốt ở ngón tay, lòng bàn tay có mảng đỏ, sốt nhẹ...). Tuy nhiên, sau 12 tuần (86 ngày) tôi có làm xét nghiệm Syphilis TP ở Medlatec thì được kết quả âm tính và tạm yên tâm quên bệnh. Đến nay, 11/2019, tôi lại xuất hiện sẩn, mụn vẩy, mụn mủ ở cẳng chân và đùi, loét nhẹ ở khe mông, mắt kém và nhạy cảm với ánh sáng, hay bị chói mắt khi nhìn vào màn hình máy tính, điện thoại. Phải chăng là tôi vẫn nhiễm bệnh và tiến triển vào giai đoạn 2 tái phát, còn lần xét nghiệm trước âm tính là khi cơ thể chưa sinh kháng thể? Tôi có cần xét nghiệm lại không, và xét nghiệm kỹ thuật gì ở giai đoạn này? Tôi đang lo lắng quá! 
Xin cảm ơn BS.",02/12/2019,https://medlatec.vn/hoi-dap/xet-nghiem-syphilis-tp-c26-q43009#traloi
Da liễu,Ngón tay bị ngứa,"Chào bác sĩ !!!!!
Bác sĩ cho em hỏi ngón tay em bị ngứa và chỗ ngứa da dày hơn những chỗ không bị ngứa, nhìn kỹ vào chỗ bị ngứa ẩn bên trong da có mục mục như mục nước, khi em cắt hết phần da dày bị ngứa đó thì khoảng 2 tháng sau em tiếp tục bị ngứa và da chỗ ngứa dày lên, em bị như vậy là bị gì",30/11/2019,https://medlatec.vn/hoi-dap/ngon-tay-bi-ngua-c26-q42890#traloi
Da liễu,viêm nhiễm niệu đạo,"Bác sĩ cho em hỏi, đầu dương vật của em nổi nốt nhỏ màu đỏ li ti li, không ngứa rát, đi xét nghiệm dịch quy đầu thì có tạp khuẩn ++ vậy em bị bệnh gì ạ. Em cảm ơn.",27/11/2019,https://medlatec.vn/hoi-dap/viem-nhiem-nieu-dao-c26-q42774#traloi
Da liễu,bệnh nam,cách chữa bệnh lậu,02/11/2019,https://medlatec.vn/hoi-dap/benh-nam-c26-q41308#traloi
Da liễu,Mắc Sùi mào gà tuýp 39 có chữa được tới mức xn âm tính và không lây không ạ?,"Chào bác sỹ, em đã đến medlatec xn hpv, kq dương tính, tuyp 39. Bác sỹ cho Em hỏi là hiện hay có phương pháp nào chữa khỏi bệnh xn âm tính và không lây không ạ? Và chi phi cho điều trị khoảng bao nhiêu vậy ạ? Em xin cảm ơn ạ.",31/10/2019,https://medlatec.vn/hoi-dap/mac-sui-mao-ga-tuyp-39-co-chua-duoc-toi-muc-xn-am-tinh-va-khong-lay-khong-a-c26-q41156#traloi
